receipt_number,word,POS,Nalp,Nnum,Nspec,length,Ndot,Ncomma,Ncolons,tag
1_71,CASH,NNP,4,0,0,4,0,0,0,CASH
1_71,100,CD,0,3,0,3,0,0,0,CASH
1_71,BALANCE,NNP,7,0,0,7,0,0,0,BALANCE
1_71,60,CD,0,2,0,2,0,0,0,BALANCE
1_71,No,NNP,2,0,0,2,0,0,0,TOTAL_ITEM
1_71,of,IN,2,0,0,2,0,0,0,TOTAL_ITEM
1_71,Items,NNPS,5,0,0,5,0,0,0,TOTAL_ITEM
1_71,:,:,0,0,1,1,0,0,1,TOTAL_ITEM
1_71,1,CD,0,1,0,1,0,0,0,TOTAL_ITEM
1_71,No,DT,2,0,0,2,0,0,0,TOTAL_COUNT
1_71,of,IN,2,0,0,2,0,0,0,TOTAL_COUNT
1_71,Pcs,$,3,0,0,3,0,0,0,TOTAL_COUNT
1_71,1,CD,0,1,0,1,0,0,0,TOTAL_COUNT
1_71,Date,NNP,4,0,0,4,0,0,0,DATE
1_71,:,:,0,0,1,1,0,0,1,DATE
1_71,8/3/2019,CD,0,6,2,8,0,0,0,DATE
1_71,Time,NN,4,0,0,4,0,0,0,TIME
1_71,:,:,0,0,1,1,0,0,1,TIME
1_71,11:07:29,CD,0,6,2,8,0,0,2,TIME
1_71,Loyalty,NNP,7,0,0,7,0,0,0,EXTRA
1_71,details,NNS,7,0,0,7,0,0,0,EXTRA
1_71,Ref,NNP,3,0,0,3,0,0,0,EXTRA
1_71,No,NNP,2,0,0,2,0,0,0,EXTRA
1_71,1,NNP,0,1,0,1,0,0,0,EXTRA
1_71,Name,NN,4,0,0,4,0,0,0,EXTRA
1_71,on,IN,2,0,0,2,0,0,0,EXTRA
1_71,card,NN,4,0,0,4,0,0,0,EXTRA
1_71,:,:,0,0,1,1,0,0,1,EXTRA
1_71,new,JJ,3,0,0,3,0,0,0,EXTRA
1_71,reg,NN,3,0,0,3,0,0,0,EXTRA
1_71,1002221,CD,0,7,0,7,0,0,0,EXTRA
1_71,Balance,NN,7,0,0,7,0,0,0,EXTRA
1_71,:,:,0,0,1,1,0,0,1,EXTRA
1_71,12.14,CD,0,4,1,5,1,0,0,EXTRA
1_71,Earns,NNS,5,0,0,5,0,0,0,EXTRA
1_71,:,:,0,0,1,1,0,0,1,EXTRA
1_71,0.2,CD,0,2,1,3,1,0,0,EXTRA
1_71,ACC,NNP,3,0,0,3,0,0,0,EXTRA
1_71,balance,NN,7,0,0,7,0,0,0,EXTRA
1_71,:,:,0,0,1,1,0,0,1,EXTRA
1_71,12.34,CD,0,4,1,5,1,0,0,EXTRA
1_71,Thank,NNP,5,0,0,5,0,0,0,EXTRA
1_71,You,PRP,3,0,0,3,0,0,0,EXTRA
1_71,Come,NNP,4,0,0,4,0,0,0,EXTRA
1_71,Again,NNP,5,0,0,5,0,0,0,EXTRA
1_71,No,NNP,2,0,0,2,0,0,0,EXTRA
1_71,cash,NN,4,0,0,4,0,0,0,EXTRA
1_71,refund,NN,6,0,0,6,0,0,0,EXTRA
1_71,for,IN,3,0,0,3,0,0,0,EXTRA
1_71,software,NN,8,0,0,8,0,0,0,EXTRA
1_71,info,NN,4,0,0,4,0,0,0,EXTRA
1_71,759667588,CD,0,9,0,9,0,0,0,EXTRA
1_71,System,NN,6,0,0,6,0,0,0,EXTRA
1_71,by,IN,2,0,0,2,0,0,0,EXTRA
1_71,Sarasa,NNP,6,0,0,6,0,0,0,EXTRA
1_71,tel,NN,3,0,0,3,0,0,0,EXTRA
1_71,:,:,0,0,1,1,0,0,1,EXTRA
1_71,117,CD,0,3,0,3,0,0,0,EXTRA
1_71,455,CD,0,3,0,3,0,0,0,EXTRA
1_71,400,CD,0,3,0,3,0,0,0,EXTRA
4_93,400,CD,0,3,0,3,0,0,0,EXTRA
4_93,Family,NNP,6,0,0,6,0,0,0,SHOP_NAME
4_93,Mart,NNP,4,0,0,4,0,0,0,SHOP_NAME
4_93,Northway,NNP,8,0,0,8,0,0,0,SHOP_NAME
4_93,#,#,0,0,1,1,0,0,0,SHOP_ADDRESS
4_93,184,CD,0,3,0,3,0,0,0,SHOP_ADDRESS
4_93,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
4_93,Palaly,NNP,6,0,0,6,0,0,0,SHOP_ADDRESS
4_93,Road,NNP,4,0,0,4,0,0,0,SHOP_ADDRESS
4_93,Thirunelveli,NNP,12,0,0,12,0,0,0,SHOP_ADDRESS
4_93,Tp:0212226002,NNP,2,10,1,13,0,0,1,TELEPHONE_NUMBER
4_93,CASHIER,NNP,7,0,0,7,0,0,0,CASHIER
4_93,:,:,0,0,1,1,0,0,1,CASHIER
4_93,A,DT,1,0,0,1,0,0,0,CASHIER
4_93,SALESMAN,NNP,8,0,0,8,0,0,0,CASHIER
4_93,:0,NNP,0,1,1,2,0,0,1,CASHIER
4_93,UNIT,NNP,4,0,0,4,0,0,0,CASHIER
4_93,:2,NNP,0,1,1,2,0,0,1,CASHIER
4_93,INVOICE,NNP,7,0,0,7,0,0,0,INVOICE_NUMBER
4_93,:00000205,NNP,0,8,1,9,0,0,1,INVOICE_NUMBER
4_93,(,(,0,0,1,1,0,0,0,PRODUCT_NUMBER
4_93,1,CD,0,1,0,1,0,0,0,PRODUCT_NUMBER
4_93,),),0,0,1,1,0,0,0,PRODUCT_NUMBER
4_93,dates,VBZ,5,0,0,5,0,0,0,PRODUCT_NAME
4_93,65,CD,0,2,0,2,0,0,0,PRODUCT_NAME
4_93,(,(,0,0,1,1,0,0,0,EXTRA
4_93,360,CD,0,3,0,3,0,0,0,UNIT_PRICE
4_93,*,RB,0,0,1,1,0,0,0,EXTRA
4_93,0.5,CD,0,2,1,3,1,0,0,QTY
4_93,),),0,0,1,1,0,0,0,EXTRA
4_93,180,CD,0,3,0,3,0,0,0,AMOUNT
4_93,SUB,NNP,3,0,0,3,0,0,0,TOTAL
4_93,TOTAL,NNP,5,0,0,5,0,0,0,TOTAL
4_93,180,CD,0,3,0,3,0,0,0,TOTAL
4_93,CASH,NNP,4,0,0,4,0,0,0,CASH
4_93,180,CD,0,3,0,3,0,0,0,CASH
4_93,BALANCE,NNP,7,0,0,7,0,0,0,BALANCE
4_93,0,CD,0,1,0,1,0,0,0,BALANCE
4_93,No,NNP,2,0,0,2,0,0,0,TOTAL_ITEM
4_93,of,IN,2,0,0,2,0,0,0,TOTAL_ITEM
4_93,Items,NNPS,5,0,0,5,0,0,0,TOTAL_ITEM
4_93,:,:,0,0,1,1,0,0,1,TOTAL_ITEM
4_93,1,CD,0,1,0,1,0,0,0,TOTAL_ITEM
4_93,No,DT,2,0,0,2,0,0,0,TOTAL_COUNT
4_93,of,IN,2,0,0,2,0,0,0,TOTAL_COUNT
4_93,Pcs,$,3,0,0,3,0,0,0,TOTAL_COUNT
4_93,1,CD,0,1,0,1,0,0,0,TOTAL_COUNT
4_93,Date,NNP,4,0,0,4,0,0,0,DATE
4_93,:,:,0,0,1,1,0,0,1,DATE
4_93,21/03/2019,CD,0,8,2,10,0,0,0,DATE
4_93,Time,NN,4,0,0,4,0,0,0,TIME
4_93,:,:,0,0,1,1,0,0,1,TIME
4_93,5:09:18,CD,0,5,2,7,0,0,2,TIME
4_93,YOUR,NNP,4,0,0,4,0,0,0,DISCOUNT
4_93,DISCOUNT,NNP,8,0,0,8,0,0,0,DISCOUNT
4_93,0,CD,0,1,0,1,0,0,0,DISCOUNT
4_93,Thank,NNP,5,0,0,5,0,0,0,EXTRA
4_93,You,PRP,3,0,0,3,0,0,0,EXTRA
4_93,come,VBP,4,0,0,4,0,0,0,EXTRA
4_93,Again,RB,5,0,0,5,0,0,0,EXTRA
4_93,No,NNP,2,0,0,2,0,0,0,EXTRA
4_93,cash,NN,4,0,0,4,0,0,0,EXTRA
4_93,refund,NN,6,0,0,6,0,0,0,EXTRA
4_93,for,IN,3,0,0,3,0,0,0,EXTRA
4_93,software,NN,8,0,0,8,0,0,0,EXTRA
4_93,info,NN,4,0,0,4,0,0,0,EXTRA
4_93,759667588,CD,0,9,0,9,0,0,0,EXTRA
4_93,System,NN,6,0,0,6,0,0,0,EXTRA
4_93,by,IN,2,0,0,2,0,0,0,EXTRA
4_93,Sarasa,NNP,6,0,0,6,0,0,0,EXTRA
4_93,tel,NN,3,0,0,3,0,0,0,EXTRA
4_93,:,:,0,0,1,1,0,0,1,EXTRA
4_93,117,CD,0,3,0,3,0,0,0,EXTRA
4_93,455,CD,0,3,0,3,0,0,0,EXTRA
3_8,Family,NNP,6,0,0,6,0,0,0,SHOP_NAME
3_8,Mart,NNP,4,0,0,4,0,0,0,SHOP_NAME
3_8,Northway,NNP,8,0,0,8,0,0,0,SHOP_NAME
3_8,#,#,0,0,1,1,0,0,0,SHOP_ADDRESS
3_8,184,CD,0,3,0,3,0,0,0,SHOP_ADDRESS
3_8,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
3_8,Palaly,NNP,6,0,0,6,0,0,0,SHOP_ADDRESS
3_8,Road,NNP,4,0,0,4,0,0,0,SHOP_ADDRESS
3_8,Thirunelveli,NNP,12,0,0,12,0,0,0,SHOP_ADDRESS
3_8,Tp,NNP,2,0,0,2,0,0,0,TELEPHONE_NUMBER
3_8,CASHIER,NN,7,0,0,7,0,0,0,CASHIER
3_8,:,:,0,0,1,1,0,0,1,CASHIER
3_8,A,DT,1,0,0,1,0,0,0,CASHIER
3_8,SALESMAN,NN,8,0,0,8,0,0,0,CASHIER
3_8,:,:,0,0,1,1,0,0,1,CASHIER
3_8,0,CD,0,1,0,1,0,0,0,CASHIER
3_8,UNIT,NN,4,0,0,4,0,0,0,CASHIER
3_8,:,:,0,0,1,1,0,0,1,CASHIER
3_8,2,CD,0,1,0,1,0,0,0,CASHIER
3_8,Invoice,NN,7,0,0,7,0,0,0,INVOICE_NUMBER
3_8,13,CD,0,2,0,2,0,0,0,INVOICE_NUMBER
3_8,(,(,0,0,1,1,0,0,0,PRODUCT_NUMBER
3_8,1,CD,0,1,0,1,0,0,0,PRODUCT_NUMBER
3_8,),),0,0,1,1,0,0,0,PRODUCT_NUMBER
3_8,sugar,NN,5,0,0,5,0,0,0,PRODUCT_NAME
3_8,14,CD,0,2,0,2,0,0,0,BATCH_CODE
3_8,(,(,0,0,1,1,0,0,0,EXTRA
3_8,100,CD,0,3,0,3,0,0,0,UNIT_PRICE
3_8,*,RB,0,0,1,1,0,0,0,EXTRA
3_8,1,CD,0,1,0,1,0,0,0,QTY
3_8,),),0,0,1,1,0,0,0,EXTRA
3_8,100,CD,0,3,0,3,0,0,0,AMOUNT
3_8,(,(,0,0,1,1,0,0,0,PRODUCT_NUMBER
3_8,2,CD,0,1,0,1,0,0,0,PRODUCT_NUMBER
3_8,),),0,0,1,1,0,0,0,PRODUCT_NUMBER
3_8,chik,NN,4,0,0,4,0,0,0,PRODUCT_NAME
3_8,egg,NN,3,0,0,3,0,0,0,PRODUCT_NAME
3_8,shampoo,VBD,7,0,0,7,0,0,0,PRODUCT_NAME
3_8,6.5ml,CD,2,2,1,5,1,0,0,PRODUCT_NAME
3_8,[,JJ,0,0,1,1,0,0,0,PRODUCT_NAME
3_8,8.90298E+12,CD,1,8,2,11,1,0,0,PRODUCT_NAME
3_8,],JJ,0,0,1,1,0,0,0,PRODUCT_NAME
3_8,40200261,CD,0,8,0,8,0,0,0,BATCH_CODE
3_8,(,(,0,0,1,1,0,0,0,EXTRA
3_8,8,CD,0,1,0,1,0,0,0,UNIT_PRICE
3_8,*,RB,0,0,1,1,0,0,0,EXTRA
3_8,12,CD,0,2,0,2,0,0,0,QTY
3_8,),),0,0,1,1,0,0,0,EXTRA
3_8,96,CD,0,2,0,2,0,0,0,AMOUNT
3_8,SUB,NNP,3,0,0,3,0,0,0,TOTAL
3_8,TOTAL,NNP,5,0,0,5,0,0,0,TOTAL
3_8,196,CD,0,3,0,3,0,0,0,TOTAL
3_8,CASH,NNP,4,0,0,4,0,0,0,CASH
3_8,1000,CD,0,4,0,4,0,0,0,CASH
3_8,BALANCE,NNP,7,0,0,7,0,0,0,BALANCE
3_8,804,CD,0,3,0,3,0,0,0,BALANCE
3_8,No,NNP,2,0,0,2,0,0,0,TOTAL_ITEM
3_8,of,IN,2,0,0,2,0,0,0,TOTAL_ITEM
3_8,Items,NNPS,5,0,0,5,0,0,0,TOTAL_ITEM
3_8,:,:,0,0,1,1,0,0,1,TOTAL_ITEM
3_8,2,CD,0,1,0,1,0,0,0,TOTAL_ITEM
3_8,No,DT,2,0,0,2,0,0,0,TOTAL_COUNT
3_8,of,IN,2,0,0,2,0,0,0,TOTAL_COUNT
3_8,Pcs,$,3,0,0,3,0,0,0,TOTAL_COUNT
3_8,13,CD,0,2,0,2,0,0,0,TOTAL_COUNT
3_8,Date,NNP,4,0,0,4,0,0,0,DATE
3_8,:,:,0,0,1,1,0,0,1,DATE
3_8,24/03/2019,CD,0,8,2,10,0,0,0,DATE
3_8,Time,NN,4,0,0,4,0,0,0,TIME
3_8,:,:,0,0,1,1,0,0,1,TIME
3_8,8:44:22,CD,0,5,2,7,0,0,2,TIME
3_8,Thank,NNP,5,0,0,5,0,0,0,EXTRA
3_8,You,PRP,3,0,0,3,0,0,0,EXTRA
3_8,Come,NNP,4,0,0,4,0,0,0,EXTRA
3_8,Again,NNP,5,0,0,5,0,0,0,EXTRA
3_8,No,NNP,2,0,0,2,0,0,0,EXTRA
3_8,cash,NN,4,0,0,4,0,0,0,EXTRA
3_8,refund,NN,6,0,0,6,0,0,0,EXTRA
3_8,for,IN,3,0,0,3,0,0,0,EXTRA
3_8,software,NN,8,0,0,8,0,0,0,EXTRA
3_8,info,NN,4,0,0,4,0,0,0,EXTRA
3_8,759667588,CD,0,9,0,9,0,0,0,EXTRA
3_8,System,NN,6,0,0,6,0,0,0,EXTRA
3_8,by,IN,2,0,0,2,0,0,0,EXTRA
3_8,Sarasa,NNP,6,0,0,6,0,0,0,EXTRA
3_8,tel,NN,3,0,0,3,0,0,0,EXTRA
3_8,:,:,0,0,1,1,0,0,1,EXTRA
3_8,117,CD,0,3,0,3,0,0,0,EXTRA
3_8,455,CD,0,3,0,3,0,0,0,EXTRA
3_8,400,CD,0,3,0,3,0,0,0,EXTRA
4_33,﻿Family,RB,6,0,0,7,0,0,0,SHOP_NAME
4_33,Mart,NNP,4,0,0,4,0,0,0,SHOP_NAME
4_33,Northway,NNP,8,0,0,8,0,0,0,SHOP_NAME
4_33,#,#,0,0,1,1,0,0,0,SHOP_ADDRESS
4_33,184,CD,0,3,0,3,0,0,0,SHOP_ADDRESS
4_33,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
4_33,Palaly,NNP,6,0,0,6,0,0,0,SHOP_ADDRESS
4_33,Road,NNP,4,0,0,4,0,0,0,SHOP_ADDRESS
4_33,Thirunelveli,NNP,12,0,0,12,0,0,0,SHOP_ADDRESS
4_33,Tp:0212226002,NNP,2,10,1,13,0,0,1,TELEPHONE_NUMBER
4_33,CASHIER,NNP,7,0,0,7,0,0,0,CASHIER
4_33,:,:,0,0,1,1,0,0,1,CASHIER
4_33,GOWSHIKA,NNP,8,0,0,8,0,0,0,CASHIER
4_33,SALESMAN,NNP,8,0,0,8,0,0,0,CASHIER
4_33,:0,NNP,0,1,1,2,0,0,1,CASHIER
4_33,UNIT,NNP,4,0,0,4,0,0,0,CASHIER
4_33,:1,NNP,0,1,1,2,0,0,1,CASHIER
4_33,INVOICE,NNP,7,0,0,7,0,0,0,INVOICE_NUMBER
4_33,:00000394,NNP,0,8,1,9,0,0,1,INVOICE_NUMBER
4_33,(,(,0,0,1,1,0,0,0,PRODUCT_NUMBER
4_33,1,CD,0,1,0,1,0,0,0,PRODUCT_NUMBER
4_33,),),0,0,1,1,0,0,0,PRODUCT_NUMBER
4_33,Sun,NNP,3,0,0,3,0,0,0,PRODUCT_NAME
4_33,romelolli,VBD,9,0,0,9,0,0,0,PRODUCT_NAME
4_33,pop,NN,3,0,0,3,0,0,0,PRODUCT_NAME
4_33,10700065,CD,0,8,0,8,0,0,0,BATCH_CODE
4_33,(,(,0,0,1,1,0,0,0,EXTRA
4_33,10,CD,0,2,0,2,0,0,0,UNIT_PRICE
4_33,*,RB,0,0,1,1,0,0,0,EXTRA
4_33,2,CD,0,1,0,1,0,0,0,QTY
4_33,),),0,0,1,1,0,0,0,EXTRA
4_33,20,CD,0,2,0,2,0,0,0,AMOUNT
4_33,SUB,NNP,3,0,0,3,0,0,0,TOTAL
4_33,TOTAL,NNP,5,0,0,5,0,0,0,TOTAL
4_33,20,CD,0,2,0,2,0,0,0,TOTAL
4_33,CASH,NNP,4,0,0,4,0,0,0,CASH
4_33,20,CD,0,2,0,2,0,0,0,CASH
4_33,BALANCE,NNP,7,0,0,7,0,0,0,BALANCE
4_33,0,CD,0,1,0,1,0,0,0,BALANCE
4_33,No,NNP,2,0,0,2,0,0,0,TOTAL_ITEM
4_33,of,IN,2,0,0,2,0,0,0,TOTAL_ITEM
4_33,Items,NNPS,5,0,0,5,0,0,0,TOTAL_ITEM
4_33,:,:,0,0,1,1,0,0,1,TOTAL_ITEM
4_33,1,CD,0,1,0,1,0,0,0,TOTAL_ITEM
4_33,No,DT,2,0,0,2,0,0,0,TOTAL_COUNT
4_33,of,IN,2,0,0,2,0,0,0,TOTAL_COUNT
4_33,Pcs,$,3,0,0,3,0,0,0,TOTAL_COUNT
4_33,2,CD,0,1,0,1,0,0,0,TOTAL_COUNT
4_33,Date,NNP,4,0,0,4,0,0,0,DATE
4_33,:,:,0,0,1,1,0,0,1,DATE
4_33,20/03/2019,CD,0,8,2,10,0,0,0,DATE
4_33,Time,NN,4,0,0,4,0,0,0,TIME
4_33,:,:,0,0,1,1,0,0,1,TIME
4_33,8:05:21,CD,0,5,2,7,0,0,2,TIME
4_33,Thank,NNP,5,0,0,5,0,0,0,EXTRA
4_33,You,PRP,3,0,0,3,0,0,0,EXTRA
4_33,COme,NNP,4,0,0,4,0,0,0,EXTRA
4_33,Again,NNP,5,0,0,5,0,0,0,EXTRA
4_33,No,NNP,2,0,0,2,0,0,0,EXTRA
4_33,cash,NN,4,0,0,4,0,0,0,EXTRA
4_33,refund,NN,6,0,0,6,0,0,0,EXTRA
4_33,for,IN,3,0,0,3,0,0,0,EXTRA
4_33,software,NN,8,0,0,8,0,0,0,EXTRA
4_33,info,NN,4,0,0,4,0,0,0,EXTRA
4_33,759667588,CD,0,9,0,9,0,0,0,EXTRA
4_33,System,NN,6,0,0,6,0,0,0,EXTRA
4_33,by,IN,2,0,0,2,0,0,0,EXTRA
4_33,Sarasa,NNP,6,0,0,6,0,0,0,EXTRA
4_33,tel,NN,3,0,0,3,0,0,0,EXTRA
4_33,:,:,0,0,1,1,0,0,1,EXTRA
4_33,117,CD,0,3,0,3,0,0,0,EXTRA
4_33,455,CD,0,3,0,3,0,0,0,EXTRA
4_33,400,CD,0,3,0,3,0,0,0,EXTRA
3_21,﻿Family,RB,6,0,0,7,0,0,0,SHOP_NAME
3_21,Mart,NNP,4,0,0,4,0,0,0,SHOP_NAME
3_21,Northway,NNP,8,0,0,8,0,0,0,SHOP_NAME
3_21,#,#,0,0,1,1,0,0,0,SHOP_ADDRESS
3_21,184,CD,0,3,0,3,0,0,0,SHOP_ADDRESS
3_21,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
3_21,Palaly,NNP,6,0,0,6,0,0,0,SHOP_ADDRESS
3_21,Road,NNP,4,0,0,4,0,0,0,SHOP_ADDRESS
3_21,Thirunelveli,NNP,12,0,0,12,0,0,0,SHOP_ADDRESS
3_21,Tp:0212226002,NNP,2,10,1,13,0,0,1,TELEPHONE_NUMBER
3_21,CASHIER,NNP,7,0,0,7,0,0,0,CASHIER
3_21,:,:,0,0,1,1,0,0,1,CASHIER
3_21,SINTHUJA,NNP,8,0,0,8,0,0,0,CASHIER
3_21,SALESMAN,NNP,8,0,0,8,0,0,0,CASHIER
3_21,:0,NNP,0,1,1,2,0,0,1,CASHIER
3_21,UNIT,NNP,4,0,0,4,0,0,0,CASHIER
3_21,:2,NNP,0,1,1,2,0,0,1,CASHIER
3_21,Invoice,NNP,7,0,0,7,0,0,0,INVOICE_NUMBER
3_21,:00000218,NNP,0,8,1,9,0,0,1,INVOICE_NUMBER
3_21,(,(,0,0,1,1,0,0,0,PRODUCT_NUMBER
3_21,1,CD,0,1,0,1,0,0,0,PRODUCT_NUMBER
3_21,),),0,0,1,1,0,0,0,PRODUCT_NUMBER
3_21,Highland,NNP,8,0,0,8,0,0,0,PRODUCT_NAME
3_21,Fresh,NNP,5,0,0,5,0,0,0,PRODUCT_NAME
3_21,Choco,NNP,5,0,0,5,0,0,0,PRODUCT_NAME
3_21,Milk,NNP,4,0,0,4,0,0,0,PRODUCT_NAME
3_21,180ml,CD,2,3,0,5,0,0,0,PRODUCT_NAME
3_21,[,VBD,0,0,1,1,0,0,0,PRODUCT_NAME
3_21,4.79E+12,CD,1,5,2,8,1,0,0,PRODUCT_NAME
3_21,],JJ,0,0,1,1,0,0,0,PRODUCT_NAME
3_21,20600096,CD,0,8,0,8,0,0,0,BATCH_CODE
3_21,(,(,0,0,1,1,0,0,0,EXTRA
3_21,35,CD,0,2,0,2,0,0,0,UNIT_PRICE
3_21,*,RB,0,0,1,1,0,0,0,EXTRA
3_21,1,CD,0,1,0,1,0,0,0,QTY
3_21,),),0,0,1,1,0,0,0,EXTRA
3_21,35,CD,0,2,0,2,0,0,0,AMOUNT
3_21,(,(,0,0,1,1,0,0,0,PRODUCT_NUMBER
3_21,2,CD,0,1,0,1,0,0,0,PRODUCT_NUMBER
3_21,),),0,0,1,1,0,0,0,PRODUCT_NUMBER
3_21,Kooiko,NNP,6,0,0,6,0,0,0,PRODUCT_NAME
3_21,Capouiccino,NNP,11,0,0,11,0,0,0,PRODUCT_NAME
3_21,Toffee,NNP,6,0,0,6,0,0,0,PRODUCT_NAME
3_21,6100032,CD,0,7,0,7,0,0,0,PRODUCT_NAME
3_21,(,(,0,0,1,1,0,0,0,EXTRA
3_21,5,CD,0,1,0,1,0,0,0,UNIT_PRICE
3_21,*,RB,0,0,1,1,0,0,0,EXTRA
3_21,1,CD,0,1,0,1,0,0,0,QTY
3_21,),),0,0,1,1,0,0,0,EXTRA
3_21,5,CD,0,1,0,1,0,0,0,AMOUNT
3_21,Sub,NNP,3,0,0,3,0,0,0,TOTAL
3_21,Total,NNP,5,0,0,5,0,0,0,TOTAL
3_21,40,CD,0,2,0,2,0,0,0,TOTAL
3_21,Cash,NNP,4,0,0,4,0,0,0,CASH
3_21,40,CD,0,2,0,2,0,0,0,CASH
3_21,Balance,NNP,7,0,0,7,0,0,0,BALANCE
3_21,0,CD,0,1,0,1,0,0,0,BALANCE
3_21,No,NNP,2,0,0,2,0,0,0,TOTAL_ITEM
3_21,of,IN,2,0,0,2,0,0,0,TOTAL_ITEM
3_21,items,NNS,5,0,0,5,0,0,0,TOTAL_ITEM
3_21,:,:,0,0,1,1,0,0,1,TOTAL_ITEM
3_21,2,CD,0,1,0,1,0,0,0,TOTAL_ITEM
3_21,No,DT,2,0,0,2,0,0,0,TOTAL_COUNT
3_21,of,IN,2,0,0,2,0,0,0,TOTAL_COUNT
3_21,Pcs,$,3,0,0,3,0,0,0,TOTAL_COUNT
3_21,2,CD,0,1,0,1,0,0,0,TOTAL_COUNT
3_21,Date,NNP,4,0,0,4,0,0,0,DATE
3_21,:,:,0,0,1,1,0,0,1,DATE
3_21,26/03/2019,CD,0,8,2,10,0,0,0,DATE
3_21,Time,NN,4,0,0,4,0,0,0,TIME
3_21,:,:,0,0,1,1,0,0,1,TIME
3_21,3:18:57,CD,0,5,2,7,0,0,2,TIME
3_21,LOYALTY,NNP,7,0,0,7,0,0,0,LOYALTY
3_21,DETAILS,NNP,7,0,0,7,0,0,0,LOYALTY
3_21,REF,NNP,3,0,0,3,0,0,0,LOYALTY
3_21,NO,NNP,2,0,0,2,0,0,0,LOYALTY
3_21,:01,NNP,0,2,1,3,0,0,1,LOYALTY
3_21,NAME,NNP,4,0,0,4,0,0,0,EXTRA
3_21,OF,NNP,2,0,0,2,0,0,0,EXTRA
3_21,CARD,NNP,4,0,0,4,0,0,0,EXTRA
3_21,:,:,0,0,1,1,0,0,1,EXTRA
3_21,New,NNP,3,0,0,3,0,0,0,EXTRA
3_21,Reg,NNP,3,0,0,3,0,0,0,EXTRA
3_21,1002221,CD,0,7,0,7,0,0,0,EXTRA
3_21,BALANCE,NNP,7,0,0,7,0,0,0,EXTRA
3_21,:,:,0,0,1,1,0,0,1,EXTRA
3_21,74.92,CD,0,4,1,5,1,0,0,EXTRA
3_21,ERANS,NNS,5,0,0,5,0,0,0,EXTRA
3_21,:,:,0,0,1,1,0,0,1,EXTRA
3_21,0.2,CD,0,2,1,3,1,0,0,EXTRA
3_21,ADD,NNP,3,0,0,3,0,0,0,EXTRA
3_21,BALANCE,NNP,7,0,0,7,0,0,0,EXTRA
3_21,:,:,0,0,1,1,0,0,1,EXTRA
3_21,75.12,CD,0,4,1,5,1,0,0,EXTRA
3_21,Thank,NNP,5,0,0,5,0,0,0,EXTRA
3_21,You,PRP,3,0,0,3,0,0,0,EXTRA
3_21,COme,NNP,4,0,0,4,0,0,0,EXTRA
3_21,Again,NNP,5,0,0,5,0,0,0,EXTRA
