receipt_number,word,POS,Nalp,Nnum,Nspec,length,Ndot,Ncomma,Ncolons,tag
11_38,:021,VBD,0,3,1,4,0,0,1,TELEPHONE_NUMBER
11_38,222,CD,0,3,0,3,0,0,0,TELEPHONE_NUMBER
11_38,4343,CD,0,4,0,4,0,0,0,TELEPHONE_NUMBER
11_38,"March,22,2019,09:05",NNP,5,10,4,19,0,3,1,TIME
11_38,Ref,NNP,3,0,0,3,0,0,0,INVOICE_NUMBER
11_38,278205,CD,0,6,0,6,0,0,0,INVOICE_NUMBER
11_38,User,NNP,4,0,0,4,0,0,0,USER
11_38,sivaa,VBD,5,0,0,5,0,0,0,USER
11_38,toffee:,JJ,6,0,1,7,0,0,1,PRODUCT_NAME
11_38,1pcs,CD,3,1,0,4,0,0,0,PRODUCT_NAME
11_38,CS00504,NNPS,2,5,0,7,0,0,0,BATCH_CODE
11_38,:,:,0,0,1,1,0,0,1,EXTRA
11_38,1,CD,0,1,0,1,0,0,0,QTY
11_38,X,VBD,1,0,0,1,0,0,0,EXTRA
11_38,5.00=,CD,0,3,2,5,1,0,0,UNIT_PRICE
11_38,5,CD,0,1,0,1,0,0,0,AMOUNT
11_38,No,NN,2,0,0,2,0,0,0,TOTAL_ITEMS
11_38,of,IN,2,0,0,2,0,0,0,TOTAL_ITEMS
11_38,item,NN,4,0,0,4,0,0,0,TOTAL_ITEMS
11_38,:,:,0,0,1,1,0,0,1,TOTAL_ITEMS
11_38,1,CD,0,1,0,1,0,0,0,TOTAL_ITEMS
11_38,Total,NN,5,0,0,5,0,0,0,TOTAL
11_38,:,:,0,0,1,1,0,0,1,TOTAL
11_38,RS,JJ,2,0,0,2,0,0,0,TOTAL
11_38,5,CD,0,1,0,1,0,0,0,TOTAL
11_38,PAID,VBN,4,0,0,4,0,0,0,CASH
11_38,By,IN,2,0,0,2,0,0,0,CASH
11_38,CASH,NNP,4,0,0,4,0,0,0,CASH
11_38,:,:,0,0,1,1,0,0,1,CASH
11_38,RS,JJ,2,0,0,2,0,0,0,CASH
11_38,5,CD,0,1,0,1,0,0,0,CASH
11_38,Change,NN,6,0,0,6,0,0,0,BALANCE
11_38,:,:,0,0,1,1,0,0,1,BALANCE
11_38,RS,JJ,2,0,0,2,0,0,0,BALANCE
11_38,0,CD,0,1,0,1,0,0,0,BALANCE
11_38,Thank,NNP,5,0,0,5,0,0,0,EXTRA
11_38,You,PRP,3,0,0,3,0,0,0,EXTRA
11_38,For,IN,3,0,0,3,0,0,0,EXTRA
11_38,Shopping,VBG,8,0,0,8,0,0,0,EXTRA
11_38,Notice,NNP,6,0,0,6,0,0,0,EXTRA
11_38,Any,NNP,3,0,0,3,0,0,0,EXTRA
11_38,Discrepancy,NNP,11,0,0,11,0,0,0,EXTRA
11_38,",",",",0,0,1,1,0,1,0,EXTRA
11_38,return,VBP,6,0,0,6,0,0,0,EXTRA
11_38,the,DT,3,0,0,3,0,0,0,EXTRA
11_38,item,NN,4,0,0,4,0,0,0,EXTRA
11_38,(,(,0,0,1,1,0,0,0,EXTRA
11_38,exchangeable*,NN,12,0,1,13,0,0,0,EXTRA
11_38,),),0,0,1,1,0,0,0,EXTRA
11_38,&,CC,0,0,1,1,0,0,0,EXTRA
11_38,bill,NN,4,0,0,4,0,0,0,EXTRA
11_38,within,IN,6,0,0,6,0,0,0,EXTRA
11_38,7days,CD,4,1,0,5,0,0,0,EXTRA
11_38,Designed,VBN,8,0,0,8,0,0,0,EXTRA
11_38,by,IN,2,0,0,2,0,0,0,EXTRA
11_38,NVM,NNP,3,0,0,3,0,0,0,EXTRA
11_38,SOLUTIONS,NNP,9,0,0,9,0,0,0,EXTRA
11_38,776843023,CD,0,9,0,9,0,0,0,EXTRA
11_38,",",",",0,0,1,1,0,1,0,EXTRA
11_38,113159693,CD,0,9,0,9,0,0,0,EXTRA
6_8,MEGA,NN,4,0,0,4,0,0,0,SHOP_NAME
6_8,MALL,NNP,4,0,0,4,0,0,0,SHOP_NAME
6_8,SUPER,NNP,5,0,0,5,0,0,0,SHOP_NAME
6_8,MARKET,NNP,6,0,0,6,0,0,0,SHOP_NAME
6_8,114,CD,0,3,0,3,0,0,0,SHOP_ADDRESS
6_8,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
6_8,Navalar,NNP,7,0,0,7,0,0,0,SHOP_ADDRESS
6_8,road,NN,4,0,0,4,0,0,0,SHOP_ADDRESS
6_8,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
6_8,Jaffna,NNP,6,0,0,6,0,0,0,SHOP_ADDRESS
6_8,TEL:0212224343,NNP,3,10,1,14,0,0,1,TELEPHONE_NUMBER
6_8,"March.24.2019,18:21",NNP,5,10,4,19,2,1,1,TIME
6_8,Ref,NNP,3,0,0,3,0,0,0,INVOICE_NUMBER
6_8,279120,CD,0,6,0,6,0,0,0,INVOICE_NUMBER
6_8,user,NN,4,0,0,4,0,0,0,USER
6_8,rathi,NN,5,0,0,5,0,0,0,USER
6_8,wonder,VBP,6,0,0,6,0,0,0,PRODUCT_NAME
6_8,berry:120ml,JJ,7,3,1,11,0,0,1,PRODUCT_NAME
6_8,IC00165,NNP,2,5,0,7,0,0,0,BATCH_CODE
6_8,1,CD,0,1,0,1,0,0,0,QTY
6_8,60,CD,0,2,0,2,0,0,0,UNIT_PRICE
6_8,=,NNP,0,0,1,1,0,0,0,EXTRA
6_8,60,CD,0,2,0,2,0,0,0,AMOUNT
6_8,No,NNP,2,0,0,2,0,0,0,TOTAL_ITEMS
6_8,of,IN,2,0,0,2,0,0,0,TOTAL_ITEMS
6_8,item,NN,4,0,0,4,0,0,0,TOTAL_ITEMS
6_8,:,:,0,0,1,1,0,0,1,TOTAL_ITEMS
6_8,1,CD,0,1,0,1,0,0,0,TOTAL_ITEMS
6_8,Total,NN,5,0,0,5,0,0,0,TOTAL
6_8,:,:,0,0,1,1,0,0,1,TOTAL
6_8,Rs,JJ,2,0,0,2,0,0,0,TOTAL
6_8,60,CD,0,2,0,2,0,0,0,TOTAL
6_8,PAID,VBN,4,0,0,4,0,0,0,CASH
6_8,By,IN,2,0,0,2,0,0,0,CASH
6_8,CASH,NNP,4,0,0,4,0,0,0,CASH
6_8,:,:,0,0,1,1,0,0,1,CASH
6_8,Rs,JJ,2,0,0,2,0,0,0,CASH
6_8,100,CD,0,3,0,3,0,0,0,CASH
6_8,Change,NN,6,0,0,6,0,0,0,BALANCE
6_8,:,:,0,0,1,1,0,0,1,BALANCE
6_8,Rs,NNP,2,0,0,2,0,0,0,BALANCE
6_8,40,CD,0,2,0,2,0,0,0,BALANCE
6_8,BILL,NNP,4,0,0,4,0,0,0,DISCOUNT
6_8,SAVING,NNP,6,0,0,6,0,0,0,DISCOUNT
6_8,:20.00,NNP,0,4,2,6,1,0,1,DISCOUNT
6_8,Thank,NNP,5,0,0,5,0,0,0,EXTRA
6_8,you,PRP,3,0,0,3,0,0,0,EXTRA
6_8,for,IN,3,0,0,3,0,0,0,EXTRA
6_8,shoping,VBG,7,0,0,7,0,0,0,EXTRA
6_8,NOTICE,NNP,6,0,0,6,0,0,0,EXTRA
6_8,Any,NNP,3,0,0,3,0,0,0,EXTRA
6_8,discrepancy,NN,11,0,0,11,0,0,0,EXTRA
6_8,",",",",0,0,1,1,0,1,0,EXTRA
6_8,return,VBP,6,0,0,6,0,0,0,EXTRA
6_8,the,DT,3,0,0,3,0,0,0,EXTRA
6_8,Item,NNP,4,0,0,4,0,0,0,EXTRA
6_8,(,(,0,0,1,1,0,0,0,EXTRA
6_8,exchangeable*,NN,12,0,1,13,0,0,0,EXTRA
6_8,),),0,0,1,1,0,0,0,EXTRA
6_8,&,CC,0,0,1,1,0,0,0,EXTRA
6_8,bill,NN,4,0,0,4,0,0,0,EXTRA
6_8,within,IN,6,0,0,6,0,0,0,EXTRA
6_8,7day,CD,3,1,0,4,0,0,0,EXTRA
6_8,s,NNS,1,0,0,1,0,0,0,EXTRA
6_8,Designed,VBN,8,0,0,8,0,0,0,EXTRA
6_8,by,IN,2,0,0,2,0,0,0,EXTRA
6_8,NVM,NNP,3,0,0,3,0,0,0,EXTRA
6_8,solutions,NNS,9,0,0,9,0,0,0,EXTRA
6_8,776843023,CD,0,9,0,9,0,0,0,EXTRA
6_8,",",",",0,0,1,1,0,1,0,EXTRA
6_8,113159693,CD,0,9,0,9,0,0,0,EXTRA
20_58,MEGA,NNP,4,0,0,4,0,0,0,SHOP_NAME
20_58,MALL,NNP,4,0,0,4,0,0,0,SHOP_NAME
20_58,SUPER,NNP,5,0,0,5,0,0,0,SHOP_NAME
20_58,MRKET,NNP,5,0,0,5,0,0,0,SHOP_NAME
20_58,114,CD,0,3,0,3,0,0,0,SHOP_ADDRESS
20_58,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
20_58,Navalar,NNP,7,0,0,7,0,0,0,SHOP_ADDRESS
20_58,Road,NNP,4,0,0,4,0,0,0,SHOP_ADDRESS
20_58,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
20_58,Jaffna,NNP,6,0,0,6,0,0,0,SHOP_ADDRESS
20_58,TEL,NNP,3,0,0,3,0,0,0,TELEPHONE_NUMBER
20_58,:021,VBD,0,3,1,4,0,0,1,TELEPHONE_NUMBER
20_58,222,CD,0,3,0,3,0,0,0,TELEPHONE_NUMBER
20_58,4343,CD,0,4,0,4,0,0,0,TELEPHONE_NUMBER
20_58,April,NNP,5,0,0,5,0,0,0,TIME
20_58,",",",",0,0,1,1,0,1,0,TIME
20_58,4,CD,0,1,0,1,0,0,0,TIME
20_58,.,.,0,0,1,1,1,0,0,TIME
20_58,2019,CD,0,4,0,4,0,0,0,TIME
20_58,",",",",0,0,1,1,0,1,0,TIME
20_58,18:23,CD,0,4,1,5,0,0,1,TIME
20_58,Ref,NNP,3,0,0,3,0,0,0,INVOICE_NUMBER
20_58,282247,CD,0,6,0,6,0,0,0,INVOICE_NUMBER
20_58,User,NNP,4,0,0,4,0,0,0,USER
20_58,sivaaa,VBD,6,0,0,6,0,0,0,USER
20_58,shampoo:lifebuoy:6ml,JJ,17,1,2,20,0,0,2,PRODUCT_NAME
20_58,PC01181,NNP,2,5,0,7,0,0,0,BATCH_CODE
20_58,:,:,0,0,1,1,0,0,1,EXTRA
20_58,2,CD,0,1,0,1,0,0,0,QTY
20_58,7,CD,0,1,0,1,0,0,0,UNIT_PRICE
20_58,=,$,0,0,1,1,0,0,0,EXTRA
20_58,14,CD,0,2,0,2,0,0,0,AMOUNT
20_58,No,NNP,2,0,0,2,0,0,0,TOTAL_ITEMS
20_58,of,IN,2,0,0,2,0,0,0,TOTAL_ITEMS
20_58,items,NNS,5,0,0,5,0,0,0,TOTAL_ITEMS
20_58,:,:,0,0,1,1,0,0,1,TOTAL_ITEMS
20_58,1,CD,0,1,0,1,0,0,0,TOTAL_ITEMS
20_58,total,NN,5,0,0,5,0,0,0,TOTAL
20_58,:,:,0,0,1,1,0,0,1,TOTAL
20_58,RS,JJ,2,0,0,2,0,0,0,TOTAL
20_58,14,CD,0,2,0,2,0,0,0,TOTAL
20_58,Paid,VBN,4,0,0,4,0,0,0,CASH
20_58,by,IN,2,0,0,2,0,0,0,CASH
20_58,cash,NN,4,0,0,4,0,0,0,CASH
20_58,:,:,0,0,1,1,0,0,1,CASH
20_58,RS,JJ,2,0,0,2,0,0,0,CASH
20_58,15,CD,0,2,0,2,0,0,0,CASH
20_58,Change,NN,6,0,0,6,0,0,0,BALANCE
20_58,:,:,0,0,1,1,0,0,1,BALANCE
20_58,RS,JJ,2,0,0,2,0,0,0,BALANCE
20_58,1,CD,0,1,0,1,0,0,0,BALANCE
20_58,Thank,NNP,5,0,0,5,0,0,0,EXTRA
20_58,You,PRP,3,0,0,3,0,0,0,EXTRA
20_58,For,IN,3,0,0,3,0,0,0,EXTRA
20_58,Shopping,VBG,8,0,0,8,0,0,0,EXTRA
20_58,Notice,NNP,6,0,0,6,0,0,0,EXTRA
20_58,Any,NNP,3,0,0,3,0,0,0,EXTRA
20_58,Discrepancy,NNP,11,0,0,11,0,0,0,EXTRA
20_58,",",",",0,0,1,1,0,1,0,EXTRA
20_58,return,VBP,6,0,0,6,0,0,0,EXTRA
20_58,the,DT,3,0,0,3,0,0,0,EXTRA
20_58,ittem,NN,5,0,0,5,0,0,0,EXTRA
20_58,(,(,0,0,1,1,0,0,0,EXTRA
20_58,exchangeable*,NN,12,0,1,13,0,0,0,EXTRA
20_58,),),0,0,1,1,0,0,0,EXTRA
20_58,&,CC,0,0,1,1,0,0,0,EXTRA
20_58,bill,NN,4,0,0,4,0,0,0,EXTRA
20_58,within,IN,6,0,0,6,0,0,0,EXTRA
20_58,7day,CD,3,1,0,4,0,0,0,EXTRA
20_58,s,NNS,1,0,0,1,0,0,0,EXTRA
20_58,Designed,VBN,8,0,0,8,0,0,0,EXTRA
20_58,by,IN,2,0,0,2,0,0,0,EXTRA
20_58,NVM,NNP,3,0,0,3,0,0,0,EXTRA
20_58,SOLUTIONS,NNP,9,0,0,9,0,0,0,EXTRA
20_58,776843023,CD,0,9,0,9,0,0,0,EXTRA
20_58,",",",",0,0,1,1,0,1,0,EXTRA
20_58,113159693,CD,0,9,0,9,0,0,0,EXTRA
7_11,Mega,JJ,4,0,0,4,0,0,0,SHOP_NAME
7_11,Mall,NNP,4,0,0,4,0,0,0,SHOP_NAME
7_11,Super,NNP,5,0,0,5,0,0,0,SHOP_NAME
7_11,Market,NNP,6,0,0,6,0,0,0,SHOP_NAME
7_11,114,CD,0,3,0,3,0,0,0,SHOP_ADDRESS
7_11,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
7_11,Navalar,NNP,7,0,0,7,0,0,0,SHOP_ADDRESS
7_11,Road,NNP,4,0,0,4,0,0,0,SHOP_ADDRESS
7_11,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
7_11,Jaffna,NNP,6,0,0,6,0,0,0,SHOP_ADDRESS
7_11,TEL,NNP,3,0,0,3,0,0,0,TELEPHONE_NUMBER
7_11,:021,VBD,0,3,1,4,0,0,1,TELEPHONE_NUMBER
7_11,222,CD,0,3,0,3,0,0,0,TELEPHONE_NUMBER
7_11,4343,CD,0,4,0,4,0,0,0,TELEPHONE_NUMBER
7_11,"March,18,2019,18:49",NNP,5,10,4,19,0,3,1,TIME
7_11,Ref,NNP,3,0,0,3,0,0,0,INVOICE_NUMBER
7_11,277497,CD,0,6,0,6,0,0,0,INVOICE_NUMBER
7_11,User,NNP,4,0,0,4,0,0,0,USER
7_11,sivaa,NN,5,0,0,5,0,0,0,USER
7_11,Brinjal,NNP,7,0,0,7,0,0,0,PRODUCT_NAME
7_11,VG0010,NNP,2,4,0,6,0,0,0,BATCH_CODE
7_11,0.26,CD,0,3,1,4,1,0,0,QTY
7_11,120,CD,0,3,0,3,0,0,0,UNIT_PRICE
7_11,31.2,CD,0,3,1,4,1,0,0,AMOUNT
7_11,Potato:1kg,NNP,8,1,1,10,0,0,1,PRODUCT_NAME
7_11,GY00070,NNP,2,5,0,7,0,0,0,BATCH_CODE
7_11,0.32,CD,0,3,1,4,1,0,0,QTY
7_11,100,CD,0,3,0,3,0,0,0,UNIT_PRICE
7_11,32,CD,0,2,0,2,0,0,0,AMOUNT
7_11,Tomato,NNP,6,0,0,6,0,0,0,PRODUCT_NAME
7_11,VGOOO70,NNP,5,2,0,7,0,0,0,BATCH_CODE
7_11,0.12,CD,0,3,1,4,1,0,0,QTY
7_11,60,CD,0,2,0,2,0,0,0,UNIT_PRICE
7_11,7.2,CD,0,2,1,3,1,0,0,AMOUNT
7_11,No,NN,2,0,0,2,0,0,0,TOTAL_ITEMS
7_11,of,IN,2,0,0,2,0,0,0,TOTAL_ITEMS
7_11,item,NN,4,0,0,4,0,0,0,TOTAL_ITEMS
7_11,:,:,0,0,1,1,0,0,1,TOTAL_ITEMS
7_11,3,CD,0,1,0,1,0,0,0,TOTAL_ITEMS
7_11,Total,NN,5,0,0,5,0,0,0,TOTAL
7_11,:,:,0,0,1,1,0,0,1,TOTAL
7_11,RS,JJ,2,0,0,2,0,0,0,TOTAL
7_11,70.4,CD,0,3,1,4,1,0,0,TOTAL
7_11,PAID,VBN,4,0,0,4,0,0,0,CASH
7_11,By,IN,2,0,0,2,0,0,0,CASH
7_11,CASH,NNP,4,0,0,4,0,0,0,CASH
7_11,:,:,0,0,1,1,0,0,1,CASH
7_11,RS,JJ,2,0,0,2,0,0,0,CASH
7_11,120,CD,0,3,0,3,0,0,0,CASH
7_11,Change,NN,6,0,0,6,0,0,0,BALANCE
7_11,:,:,0,0,1,1,0,0,1,BALANCE
7_11,RS,JJ,2,0,0,2,0,0,0,BALANCE
7_11,49.6,CD,0,3,1,4,1,0,0,BALANCE
7_11,Thank,NNP,5,0,0,5,0,0,0,EXTRA
7_11,You,PRP,3,0,0,3,0,0,0,EXTRA
7_11,For,IN,3,0,0,3,0,0,0,EXTRA
7_11,Shopping,VBG,8,0,0,8,0,0,0,EXTRA
7_11,Notice,NNP,6,0,0,6,0,0,0,EXTRA
7_11,Any,NNP,3,0,0,3,0,0,0,EXTRA
7_11,Discrepancy,NNP,11,0,0,11,0,0,0,EXTRA
7_11,",",",",0,0,1,1,0,1,0,EXTRA
7_11,return,VBP,6,0,0,6,0,0,0,EXTRA
7_11,the,DT,3,0,0,3,0,0,0,EXTRA
7_11,item,NN,4,0,0,4,0,0,0,EXTRA
7_11,(,(,0,0,1,1,0,0,0,EXTRA
7_11,exchangeable*,NN,12,0,1,13,0,0,0,EXTRA
7_11,),),0,0,1,1,0,0,0,EXTRA
7_11,&,CC,0,0,1,1,0,0,0,EXTRA
7_11,bill,NN,4,0,0,4,0,0,0,EXTRA
7_11,within,IN,6,0,0,6,0,0,0,EXTRA
7_11,7day,CD,3,1,0,4,0,0,0,EXTRA
7_11,s,NNS,1,0,0,1,0,0,0,EXTRA
7_11,Designed,VBN,8,0,0,8,0,0,0,EXTRA
7_11,by,IN,2,0,0,2,0,0,0,EXTRA
7_11,NVM,NNP,3,0,0,3,0,0,0,EXTRA
7_11,SOLUTIONS,NNP,9,0,0,9,0,0,0,EXTRA
7_11,776843023,CD,0,9,0,9,0,0,0,EXTRA
7_11,",",",",0,0,1,1,0,1,0,EXTRA
7_11,113159693,CD,0,9,0,9,0,0,0,EXTRA
15_44,MEGA,NN,4,0,0,4,0,0,0,SHOP_NAME
15_44,MALL,NNP,4,0,0,4,0,0,0,SHOP_NAME
15_44,SUPER,NNP,5,0,0,5,0,0,0,SHOP_NAME
15_44,MARKET,NNP,6,0,0,6,0,0,0,SHOP_NAME
15_44,114,CD,0,3,0,3,0,0,0,SHOP_ADDRESS
15_44,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
15_44,Navalar,NNP,7,0,0,7,0,0,0,SHOP_ADDRESS
15_44,Road,NNP,4,0,0,4,0,0,0,SHOP_ADDRESS
15_44,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
15_44,Jaffna,NNP,6,0,0,6,0,0,0,SHOP_ADDRESS
15_44,TEL,NNP,3,0,0,3,0,0,0,TELEPHONE_NUMBER
15_44,:021,VBD,0,3,1,4,0,0,1,TELEPHONE_NUMBER
15_44,222,CD,0,3,0,3,0,0,0,TELEPHONE_NUMBER
15_44,4343,CD,0,4,0,4,0,0,0,TELEPHONE_NUMBER
15_44,"March,28,2019,18:47",NNP,5,10,4,19,0,3,1,TIME
15_44,Ref,NNP,3,0,0,3,0,0,0,INVOICE_NUMBER
15_44,280260,CD,0,6,0,6,0,0,0,INVOICE_NUMBER
15_44,User,NNP,4,0,0,4,0,0,0,USER
15_44,sivaa,VBD,5,0,0,5,0,0,0,USER
15_44,gas:12.5kg:7084,JJ,5,7,3,15,1,0,2,PRODUCT_NAME
15_44,HH00103,NNP,2,5,0,7,0,0,0,BATCH_CODE
15_44,:,:,0,0,1,1,0,0,1,EXTRA
15_44,1,CD,0,1,0,1,0,0,0,QTY
15_44,x,$,1,0,0,1,0,0,0,EXTRA
15_44,1853,CD,0,4,0,4,0,0,0,UNIT_PRICE
15_44,=,NNP,0,0,1,1,0,0,0,EXTRA
15_44,1853,CD,0,4,0,4,0,0,0,AMOUNT
15_44,No,NNP,2,0,0,2,0,0,0,TOTAL_ITEMS
15_44,of,IN,2,0,0,2,0,0,0,TOTAL_ITEMS
15_44,item,NN,4,0,0,4,0,0,0,TOTAL_ITEMS
15_44,:,:,0,0,1,1,0,0,1,TOTAL_ITEMS
15_44,1,CD,0,1,0,1,0,0,0,TOTAL_ITEMS
15_44,Total,NN,5,0,0,5,0,0,0,TOTAL
15_44,:,:,0,0,1,1,0,0,1,TOTAL
15_44,RS,JJ,2,0,0,2,0,0,0,TOTAL
15_44,1853,CD,0,4,0,4,0,0,0,TOTAL
15_44,PAID,VBN,4,0,0,4,0,0,0,CASH
15_44,By,IN,2,0,0,2,0,0,0,CASH
15_44,CASH,NNP,4,0,0,4,0,0,0,CASH
15_44,:,:,0,0,1,1,0,0,1,CASH
15_44,RS,JJ,2,0,0,2,0,0,0,CASH
15_44,2000,CD,0,4,0,4,0,0,0,CASH
15_44,Change,NN,6,0,0,6,0,0,0,BALANCE
15_44,:,:,0,0,1,1,0,0,1,BALANCE
15_44,RS,JJ,2,0,0,2,0,0,0,BALANCE
15_44,147,CD,0,3,0,3,0,0,0,BALANCE
15_44,Thank,NNP,5,0,0,5,0,0,0,EXTRA
15_44,You,PRP,3,0,0,3,0,0,0,EXTRA
15_44,For,IN,3,0,0,3,0,0,0,EXTRA
15_44,Shopping,VBG,8,0,0,8,0,0,0,EXTRA
15_44,NOTICE,NNP,6,0,0,6,0,0,0,EXTRA
15_44,Any,NNP,3,0,0,3,0,0,0,EXTRA
15_44,discrepancy,NN,11,0,0,11,0,0,0,EXTRA
15_44,",",",",0,0,1,1,0,1,0,EXTRA
15_44,return,VBP,6,0,0,6,0,0,0,EXTRA
15_44,the,DT,3,0,0,3,0,0,0,EXTRA
15_44,item,NN,4,0,0,4,0,0,0,EXTRA
15_44,(,(,0,0,1,1,0,0,0,EXTRA
15_44,exchangeable*,NN,12,0,1,13,0,0,0,EXTRA
15_44,),),0,0,1,1,0,0,0,EXTRA
15_44,&,CC,0,0,1,1,0,0,0,EXTRA
