receipt_index,receipt_number,word,POS,tag,Unnamed: 4
4,3_16,Designed,VBN,EXTRA,`
4,3_16,by,IN,EXTRA,`
4,3_16,NVM,NNP,EXTRA,`
4,3_16,SOLUTIONS,NNP,EXTRA,`
4,3_16,776843023,CD,EXTRA,`
4,3_16,",",",",EXTRA,`
4,3_16,113159693,CD,EXTRA,`
5,3_24,Mega,JJ,SHOP_NAME,`
5,3_24,Mall,NNP,SHOP_NAME,`
5,3_24,Super,NNP,SHOP_NAME,`
5,3_24,Market,NNP,SHOP_NAME,`
5,3_24,114,CD,SHOP_ADDRESS,`
5,3_24,",",",",SHOP_ADDRESS,`
5,3_24,Navalar,NNP,SHOP_ADDRESS,`
5,3_24,Road,NNP,SHOP_ADDRESS,`
5,3_24,",",",",SHOP_ADDRESS,`
5,3_24,Jaffna,NNP,SHOP_ADDRESS,`
5,3_24,TEL,NNP,TELEPHONE_NUMBER,`
5,3_24,:021,VBD,TELEPHONE_NUMBER,`
5,3_24,222,CD,TELEPHONE_NUMBER,`
5,3_24,4343,CD,TELEPHONE_NUMBER,`
5,3_24,"March,21,2019,14:35",NNP,TIME,`
5,3_24,Ref,NNP,INVOICE_NUMBER,`
5,3_24,278020,CD,INVOICE_NUMBER,`
5,3_24,User,NNP,USER,`
5,3_24,sivaa,VBD,USER,`
5,3_24,gillette/bic:blade:1pcs,JJ,PRODUCT_NAME,`
5,3_24,SV00292,NNP,BATCH_CODE,`
5,3_24,:,:,EXTRA,`
5,3_24,1,CD,QTY,`
5,3_24,x15.00,NN,UNIT_PRICE,`
5,3_24,=,VBD,EXTRA,`
5,3_24,15,CD,AMOUNT,`
5,3_24,Toffee:1pcs,JJ,PRODUCT_NAME,`
5,3_24,CS00504,NNP,BATCH_CODE,`
5,3_24,:,:,EXTRA,`
5,3_24,2,CD,QTY,`
5,3_24,x5.00,NN,UNIT_PRICE,`
5,3_24,=,VBD,EXTRA,`
5,3_24,10,CD,AMOUNT,`
5,3_24,No,NNP,TOTAL_ITEMS,`
5,3_24,of,IN,TOTAL_ITEMS,`
5,3_24,item,NN,TOTAL_ITEMS,`
5,3_24,:,:,TOTAL_ITEMS,`
5,3_24,2,CD,TOTAL_ITEMS,`
5,3_24,Total,NN,TOTAL,`
5,3_24,:,:,TOTAL,`
5,3_24,RS,JJ,TOTAL,`
5,3_24,25,CD,TOTAL,`
5,3_24,Paid,VBN,CASH,`
5,3_24,by,IN,CASH,`
5,3_24,cash,NN,CASH,`
5,3_24,:,:,CASH,`
5,3_24,RS,JJ,CASH,`
5,3_24,50,CD,CASH,`
5,3_24,Change,NN,BALANCE,`
5,3_24,:,:,BALANCE,`
5,3_24,RS,JJ,BALANCE,`
5,3_24,25,CD,BALANCE,`
5,3_24,Thank,NNP,EXTRA,`
5,3_24,You,PRP,EXTRA,`
5,3_24,For,IN,EXTRA,`
5,3_24,Shopping,VBG,EXTRA,`
5,3_24,Notice,NNP,EXTRA,`
5,3_24,Any,NNP,EXTRA,`
5,3_24,Discrepancy,NNP,EXTRA,`
5,3_24,",",",",EXTRA,`
5,3_24,return,VBP,EXTRA,`
5,3_24,the,DT,EXTRA,`
5,3_24,item,NN,EXTRA,`
5,3_24,(,(,EXTRA,`
5,3_24,exchangeable*,NN,EXTRA,`
5,3_24,),),EXTRA,`
5,3_24,&,CC,EXTRA,`
5,3_24,bill,NN,EXTRA,`
5,3_24,within,IN,EXTRA,`
5,3_24,7,CD,EXTRA,`
5,3_24,days,NNS,EXTRA,`
5,3_24,Designed,VBN,EXTRA,`
5,3_24,by,IN,EXTRA,`
5,3_24,NVM,NNP,EXTRA,`
5,3_24,SOLUTIONS,NNP,EXTRA,`
5,3_24,776843023,CD,EXTRA,`
5,3_24,",",",",EXTRA,`
5,3_24,113159693,CD,EXTRA,`
6,3_8,Mega,JJ,SHOP_NAME,`
6,3_8,Mall,NNP,SHOP_NAME,`
6,3_8,Super,NNP,SHOP_NAME,`
6,3_8,Market,NNP,SHOP_NAME,`
6,3_8,114,CD,SHOP_ADDRESS,`
6,3_8,",",",",SHOP_ADDRESS,`
6,3_8,Navalar,NNP,SHOP_ADDRESS,`
6,3_8,Road,NNP,SHOP_ADDRESS,`
6,3_8,",",",",SHOP_ADDRESS,`
6,3_8,Jaffna,NNP,SHOP_ADDRESS,`
6,3_8,TEL,NNP,TELEPHONE_NUMBER,`
6,3_8,:021,VBD,TELEPHONE_NUMBER,`
6,3_8,222,CD,TELEPHONE_NUMBER,`
6,3_8,4343,CD,TELEPHONE_NUMBER,`
6,3_8,"March,20,2019,18:05",NNP,TIME,`
6,3_8,Ref,NNP,INVOICE_NUMBER,`
6,3_8,277798,CD,INVOICE_NUMBER,`
6,3_8,User,NNP,USER,`
6,3_8,sivaa,JJ,USER,`
6,3_8,Mobitel,NNP,PRODUCT_NAME,`
6,3_8,card,NN,PRODUCT_NAME,`
6,3_8,:,:,PRODUCT_NAME,`
6,3_8,199/=,CD,PRODUCT_NAME,`
6,3_8,RD00209,NN,BATCH_CODE,`
6,3_8,:,:,EXTRA,`
6,3_8,1,CD,QTY,`
6,3_8,x199.00,NN,UNIT_PRICE,`
6,3_8,=,VBD,EXTRA,`
6,3_8,199,CD,AMOUNT,`
6,3_8,No,NNP,TOTAL_ITEMS,`
6,3_8,of,IN,TOTAL_ITEMS,`
6,3_8,item,NN,TOTAL_ITEMS,`
6,3_8,:,:,TOTAL_ITEMS,`
6,3_8,1,CD,TOTAL_ITEMS,`
6,3_8,Total,NN,TOTAL,`
6,3_8,:,:,TOTAL,`
6,3_8,RS,JJ,TOTAL,`
6,3_8,199,CD,TOTAL,`
6,3_8,Paid,VBN,CASH,`
6,3_8,by,IN,CASH,`
6,3_8,cash,NN,CASH,`
6,3_8,:,:,CASH,`
6,3_8,RS,JJ,CASH,`
6,3_8,210,CD,CASH,`
6,3_8,Change,NN,BALANCE,`
6,3_8,:,:,BALANCE,`
6,3_8,RS,JJ,BALANCE,`
6,3_8,11,CD,BALANCE,`
6,3_8,Thank,NNP,EXTRA,`
6,3_8,You,PRP,EXTRA,`
6,3_8,For,IN,EXTRA,`
6,3_8,Shopping,VBG,EXTRA,`
6,3_8,Notice,NNP,EXTRA,`
6,3_8,Any,NNP,EXTRA,`
6,3_8,Discrepancy,NNP,EXTRA,`
6,3_8,",",",",EXTRA,`
6,3_8,return,VBP,EXTRA,`
6,3_8,the,DT,EXTRA,`
6,3_8,item,NN,EXTRA,`
6,3_8,(,(,EXTRA,`
6,3_8,exchangeable*,NN,EXTRA,`
6,3_8,),),EXTRA,`
6,3_8,&,CC,EXTRA,`
6,3_8,bill,NN,EXTRA,`
6,3_8,within,IN,EXTRA,`
6,3_8,7,CD,EXTRA,`
6,3_8,days,NNS,EXTRA,`
6,3_8,Designed,VBN,EXTRA,`
6,3_8,by,IN,EXTRA,`
6,3_8,NVM,NNP,EXTRA,`
6,3_8,SOLUTIONS,NNP,EXTRA,`
6,3_8,776843023,CD,EXTRA,`
6,3_8,",",",",EXTRA,`
6,3_8,113159693,CD,EXTRA,`
7,3_11,Mega,JJ,SHOP_NAME,`
7,3_11,Mall,NNP,SHOP_NAME,`
7,3_11,Super,NNP,SHOP_NAME,`
7,3_11,Market,NNP,SHOP_NAME,`
7,3_11,114,CD,SHOP_ADDRESS,`
7,3_11,",",",",SHOP_ADDRESS,`
7,3_11,Navalar,NNP,SHOP_ADDRESS,`
7,3_11,Road,NNP,SHOP_ADDRESS,`
7,3_11,",",",",SHOP_ADDRESS,`
7,3_11,Jaffna,NNP,SHOP_ADDRESS,`
7,3_11,TEL,NNP,TELEPHONE_NUMBER,`
7,3_11,:021,VBD,TELEPHONE_NUMBER,`
7,3_11,222,CD,TELEPHONE_NUMBER,`
7,3_11,4343,CD,TELEPHONE_NUMBER,`
7,3_11,"March,20,2019,17:56",NNP,TIME,`
7,3_11,Ref,NNP,INVOICE_NUMBER,`
7,3_11,277786,CD,INVOICE_NUMBER,`
7,3_11,User,NNP,USER,`
7,3_11,sivaa,VBD,USER,`
7,3_11,Himalaya:,NNP,PRODUCT_NAME,`
7,3_11,purifying,VBG,PRODUCT_NAME,`
7,3_11,neem,JJ,PRODUCT_NAME,`
7,3_11,:,:,PRODUCT_NAME,`
7,3_11,50ml,CD,PRODUCT_NAME,`
7,3_11,PC00362,NN,BATCH_CODE,`
7,3_11,:,:,EXTRA,`
7,3_11,1,CD,QTY,`
7,3_11,x,$,EXTRA,`
7,3_11,285,CD,UNIT_PRICE,`
7,3_11,=,JJ,EXTRA,`
7,3_11,285,CD,AMOUNT,`
7,3_11,V.S.S,NNP,PRODUCT_NAME,`
7,3_11,gingelly,RB,PRODUCT_NAME,`
7,3_11,oil,NN,PRODUCT_NAME,`
7,3_11,:,:,PRODUCT_NAME,`
7,3_11,200ml,CD,PRODUCT_NAME,`
7,3_11,OI00533,NN,BATCH_CODE,`
7,3_11,:,:,EXTRA,`
7,3_11,1,CD,QTY,`
7,3_11,x200.00,NN,UNIT_PRICE,`
7,3_11,=,VBD,EXTRA,`
7,3_11,200,CD,AMOUNT,`
7,3_11,No,NNP,TOTAL_ITEMS,`
7,3_11,of,IN,TOTAL_ITEMS,`
7,3_11,item,NN,TOTAL_ITEMS,`
7,3_11,:,:,TOTAL_ITEMS,`
7,3_11,2,CD,TOTAL_ITEMS,`
7,3_11,Total,NN,TOTAL,`
7,3_11,:,:,TOTAL,`
7,3_11,RS,JJ,TOTAL,`
7,3_11,485,CD,TOTAL,`
7,3_11,Paid,VBN,CASH,`
7,3_11,by,IN,CASH,`
7,3_11,cash,NN,CASH,`
7,3_11,:,:,CASH,`
7,3_11,RS,JJ,CASH,`
7,3_11,500,CD,CASH,`
7,3_11,Change,NN,BALANCE,`
7,3_11,:,:,BALANCE,`
7,3_11,RS,JJ,BALANCE,`
7,3_11,15,CD,BALANCE,`
7,3_11,Thank,NNP,EXTRA,`
7,3_11,You,PRP,EXTRA,`
7,3_11,For,IN,EXTRA,`
7,3_11,Shopping,VBG,EXTRA,`
7,3_11,Notice,NNP,EXTRA,`
7,3_11,Any,NNP,EXTRA,`
7,3_11,Discrepancy,NNP,EXTRA,`
7,3_11,",",",",EXTRA,`
7,3_11,return,VBP,EXTRA,`
7,3_11,the,DT,EXTRA,`
7,3_11,item,NN,EXTRA,`
7,3_11,(,(,EXTRA,`
7,3_11,exchangeable*,NN,EXTRA,`
7,3_11,),),EXTRA,`
7,3_11,&,CC,EXTRA,`
7,3_11,bill,NN,EXTRA,`
7,3_11,within,IN,EXTRA,`
7,3_11,7,CD,EXTRA,`
7,3_11,days,NNS,EXTRA,`
7,3_11,Designed,VBN,EXTRA,`
7,3_11,by,IN,EXTRA,`
7,3_11,NVM,NNP,EXTRA,`
7,3_11,SOLUTIONS,NNP,EXTRA,`
7,3_11,776843023,CD,EXTRA,`
7,3_11,",",",",EXTRA,`
7,3_11,113159693,CD,EXTRA,`
8,3_23,Mega,JJ,SHOP_NAME,`
8,3_23,Mall,NNP,SHOP_NAME,`
8,3_23,Super,NNP,SHOP_NAME,`
8,3_23,Market,NNP,SHOP_NAME,`
8,3_23,114,CD,SHOP_ADDRESS,`
8,3_23,",",",",SHOP_ADDRESS,`
8,3_23,Navalar,NNP,SHOP_ADDRESS,`
8,3_23,Road,NNP,SHOP_ADDRESS,`
8,3_23,",",",",SHOP_ADDRESS,`
8,3_23,Jaffna,NNP,SHOP_ADDRESS,`
8,3_23,TEL,NNP,TELEPHONE_NUMBER,`
8,3_23,:021,VBD,TELEPHONE_NUMBER,`
8,3_23,222,CD,TELEPHONE_NUMBER,`
8,3_23,4343,CD,TELEPHONE_NUMBER,`
8,3_23,"March,21,2019,14:23",NNP,TIME,`
8,3_23,Ref,NNP,INVOICE_NUMBER,`
8,3_23,278016,CD,INVOICE_NUMBER,`
8,3_23,User,NNP,USER,`
8,3_23,sivaa,NN,USER,`
8,3_23,Kist,NNP,PRODUCT_NAME,`
8,3_23,:,:,PRODUCT_NAME,`
8,3_23,mangonectar,NN,PRODUCT_NAME,`
8,3_23,:,:,PRODUCT_NAME,`
8,3_23,200ml,CD,PRODUCT_NAME,`
8,3_23,BV00226,NNP,BATCH_CODE,`
8,3_23,:,:,EXTRA,`
8,3_23,1,CD,QTY,`
8,3_23,x60.00,NN,UNIT_PRICE,`
8,3_23,=,VBD,EXTRA,`
8,3_23,60,CD,AMOUNT,`
8,3_23,No,NNP,TOTAL_ITEMS,`
8,3_23,of,IN,TOTAL_ITEMS,`
8,3_23,item,NN,TOTAL_ITEMS,`
8,3_23,:,:,TOTAL_ITEMS,`
8,3_23,1,CD,TOTAL_ITEMS,`
8,3_23,Total,NN,TOTAL,`
8,3_23,:,:,TOTAL,`
8,3_23,RS,JJ,TOTAL,`
8,3_23,60,CD,TOTAL,`
8,3_23,Paid,VBN,CASH,`
8,3_23,by,IN,CASH,`
8,3_23,cash,NN,CASH,`
8,3_23,:,:,CASH,`
8,3_23,RS,JJ,CASH,`
8,3_23,100,CD,CASH,`
8,3_23,Change,NN,BALANCE,`
8,3_23,:,:,BALANCE,`
8,3_23,RS,JJ,BALANCE,`
8,3_23,40,CD,BALANCE,`
8,3_23,Thank,NNP,EXTRA,`
8,3_23,You,PRP,EXTRA,`
8,3_23,For,IN,EXTRA,`
8,3_23,Shopping,VBG,EXTRA,`
8,3_23,Notice,NNP,EXTRA,`
8,3_23,Any,NNP,EXTRA,`
8,3_23,Discrepancy,NNP,EXTRA,`
8,3_23,",",",",EXTRA,`
8,3_23,return,VBP,EXTRA,`
8,3_23,the,DT,EXTRA,`
8,3_23,item,NN,EXTRA,`
8,3_23,(,(,EXTRA,`
8,3_23,exchangeable*,NN,EXTRA,`
8,3_23,),),EXTRA,`
8,3_23,&,CC,EXTRA,`
8,3_23,bill,NN,EXTRA,`
8,3_23,within,IN,EXTRA,`
8,3_23,7,CD,EXTRA,`
8,3_23,days,NNS,EXTRA,`
8,3_23,Designed,VBN,EXTRA,`
8,3_23,by,IN,EXTRA,`
8,3_23,NVM,NNP,EXTRA,`
8,3_23,SOLUTIONS,NNP,EXTRA,`
8,3_23,776843023,CD,EXTRA,`
8,3_23,",",",",EXTRA,`
8,3_23,113159693,CD,EXTRA,`
9,3_20,Mega,JJ,SHOP_NAME,`
9,3_20,Mall,NNP,SHOP_NAME,`
9,3_20,Super,NNP,SHOP_NAME,`
9,3_20,Market,NNP,SHOP_NAME,`
9,3_20,114,CD,SHOP_ADDRESS,`
9,3_20,",",",",SHOP_ADDRESS,`
9,3_20,Navalar,NNP,SHOP_ADDRESS,`
9,3_20,Road,NNP,SHOP_ADDRESS,`
9,3_20,",",",",SHOP_ADDRESS,`
9,3_20,Jaffna,NNP,SHOP_ADDRESS,`
9,3_20,TEL,NNP,TELEPHONE_NUMBER,`
