receipt_index,receipt_number,word,POS,tag
2,1_59,),),PRODUCT_NUMBER
2,1_59,Dill,NNP,PRODUCT_NAME
2,1_59,seed,NN,PRODUCT_NAME
2,1_59,42,CD,PRODUCT_NAME
2,1_59,(,(,EXTRA
2,1_59,200,CD,UNIT_PRICE
2,1_59,*,RB,EXTRA
2,1_59,1,CD,QTY
2,1_59,),),EXTRA
2,1_59,200,CD,AMOUNT
2,1_59,Sub,NNP,TOTAL
2,1_59,Total,NNP,TOTAL
2,1_59,285,CD,TOTAL
2,1_59,Cash,NNP,CASH
2,1_59,1000,CD,CASH
2,1_59,Balance,NNP,BALANCE
2,1_59,715,CD,BALANCE
2,1_59,No,NNP,TOTAL_ITEM
2,1_59,of,IN,TOTAL_ITEM
2,1_59,items,NNS,TOTAL_ITEM
2,1_59,:,:,TOTAL_ITEM
2,1_59,3,CD,TOTAL_ITEM
2,1_59,No,DT,TOTAL_COUNT
2,1_59,of,IN,TOTAL_COUNT
2,1_59,Pcs,$,TOTAL_COUNT
2,1_59,3,CD,TOTAL_COUNT
2,1_59,Date,NNP,DATE
2,1_59,:,:,DATE
2,1_59,7/3/2019,CD,DATE
2,1_59,Time,NN,TIME
2,1_59,:,:,TIME
2,1_59,6:58:38,CD,TIME
2,1_59,LOYALTY,NNP,EXTRA
2,1_59,DETAILS,NNP,EXTRA
2,1_59,REF,NNP,EXTRA
2,1_59,NO,NNP,EXTRA
2,1_59,:,:,EXTRA
2,1_59,1002073,CD,EXTRA
2,1_59,NAME,NN,EXTRA
2,1_59,ON,NNP,EXTRA
2,1_59,CARD,NNP,EXTRA
2,1_59,:,:,EXTRA
2,1_59,G.MIKUNTHA,JJ,EXTRA
2,1_59,BALANCE,NNP,EXTRA
2,1_59,:,:,EXTRA
2,1_59,62.09,CD,EXTRA
2,1_59,EARNS,NN,EXTRA
2,1_59,:,:,EXTRA
2,1_59,1.42,CD,EXTRA
2,1_59,ACC,NNP,EXTRA
2,1_59,BALANCE,NNP,EXTRA
2,1_59,:,:,EXTRA
2,1_59,63.52,CD,EXTRA
2,1_59,Thank,NNP,EXTRA
2,1_59,You,PRP,EXTRA
2,1_59,Come,NNP,EXTRA
2,1_59,Again,NNP,EXTRA
2,1_59,No,NNP,EXTRA
2,1_59,cash,NN,EXTRA
2,1_59,refund,NN,EXTRA
2,1_59,for,IN,EXTRA
2,1_59,software,NN,EXTRA
2,1_59,info,NN,EXTRA
2,1_59,759667588,CD,EXTRA
2,1_59,System,NN,EXTRA
2,1_59,by,IN,EXTRA
2,1_59,Sarasa,NNP,EXTRA
2,1_59,tel,NN,EXTRA
2,1_59,:,:,EXTRA
2,1_59,117,CD,EXTRA
2,1_59,455,CD,EXTRA
2,1_59,400,CD,EXTRA
3,1_45,﻿Family,RB,SHOP_NAME
3,1_45,Mart,NNP,SHOP_NAME
3,1_45,Northway,NNP,SHOP_NAME
3,1_45,#,#,SHOP_ADDRESS
3,1_45,184,CD,SHOP_ADDRESS
3,1_45,",",",",SHOP_ADDRESS
3,1_45,Palaly,NNP,SHOP_ADDRESS
3,1_45,Road,NNP,SHOP_ADDRESS
3,1_45,Thirunelveli,NNP,SHOP_ADDRESS
3,1_45,Tp,NNP,TELEPHONE_NUMBER
3,1_45,CASHIER,NN,CASHIER
3,1_45,:,:,CASHIER
3,1_45,A,DT,CASHIER
3,1_45,SALESMAN,NNP,CASHIER
3,1_45,:0,NNP,CASHIER
3,1_45,UNIT,NNP,CASHIER
3,1_45,:,:,CASHIER
3,1_45,2,CD,CASHIER
3,1_45,Invoice,NN,INVOICE_NUMBER
3,1_45,:,:,INVOICE_NUMBER
3,1_45,145,CD,INVOICE_NUMBER
3,1_45,(,(,PRODUCT_NUMBER
3,1_45,1,CD,PRODUCT_NUMBER
3,1_45,),),PRODUCT_NUMBER
3,1_45,Highland,NNP,PRODUCT_NAME
3,1_45,Fresh,NNP,PRODUCT_NAME
3,1_45,Choco,NNP,PRODUCT_NAME
3,1_45,Milk,NNP,PRODUCT_NAME
3,1_45,180ml,CD,PRODUCT_NAME
3,1_45,[,VBD,PRODUCT_NAME
3,1_45,4.79E+12,CD,PRODUCT_NAME
3,1_45,],JJ,PRODUCT_NAME
3,1_45,20600096,CD,BATCH_CODE
3,1_45,(,(,EXTRA
3,1_45,35,CD,UNIT_PRICE
3,1_45,*,RB,EXTRA
3,1_45,1,CD,QTY
3,1_45,),),EXTRA
3,1_45,35,CD,AMOUNT
3,1_45,Sub,NNP,TOTAL
3,1_45,Total,NNP,TOTAL
3,1_45,35,CD,TOTAL
3,1_45,Cash,NNP,CASH
3,1_45,35,CD,CASH
3,1_45,Balance,NNP,BALANCE
3,1_45,0,CD,BALANCE
3,1_45,No,NNP,TOTAL_ITEM
3,1_45,of,IN,TOTAL_ITEM
3,1_45,items,NNS,TOTAL_ITEM
3,1_45,:,:,TOTAL_ITEM
3,1_45,1,CD,TOTAL_ITEM
3,1_45,No,DT,TOTAL_COUNT
3,1_45,of,IN,TOTAL_COUNT
3,1_45,Pcs,$,TOTAL_COUNT
3,1_45,1,CD,TOTAL_COUNT
3,1_45,Date,NNP,DATE
3,1_45,:,:,DATE
3,1_45,25/03/2019,CD,DATE
3,1_45,Time,NN,TIME
3,1_45,:,:,TIME
3,1_45,4:10:21,CD,TIME
3,1_45,Thank,NNP,EXTRA
3,1_45,You,PRP,EXTRA
3,1_45,Come,NNP,EXTRA
3,1_45,Again,NNP,EXTRA
3,1_45,No,NNP,EXTRA
3,1_45,cash,NN,EXTRA
3,1_45,refund,NN,EXTRA
3,1_45,for,IN,EXTRA
3,1_45,software,NN,EXTRA
3,1_45,info,NN,EXTRA
3,1_45,759667588,CD,EXTRA
3,1_45,System,NN,EXTRA
3,1_45,by,IN,EXTRA
3,1_45,Sarasa,NNP,EXTRA
3,1_45,tel,NN,EXTRA
3,1_45,:,:,EXTRA
3,1_45,117,CD,EXTRA
3,1_45,455,CD,EXTRA
3,1_45,400,CD,EXTRA
4,1_47,﻿Family,RB,SHOP_NAME
4,1_47,Mart,NNP,SHOP_NAME
4,1_47,Northway,NNP,SHOP_NAME
4,1_47,#,#,SHOP_ADDRESS
4,1_47,184,CD,SHOP_ADDRESS
4,1_47,",",",",SHOP_ADDRESS
4,1_47,Palaly,NNP,SHOP_ADDRESS
4,1_47,Road,NNP,SHOP_ADDRESS
4,1_47,Thirunelveli,NNP,SHOP_ADDRESS
4,1_47,Tp,NNP,TELEPHONE_NUMBER
4,1_47,CASHIER,NN,CASHIER
4,1_47,:,:,CASHIER
4,1_47,MATHURIKA,NNP,CASHIER
4,1_47,SALESMAN,NNP,CASHIER
4,1_47,:0,NNP,CASHIER
4,1_47,UNIT,NNP,CASHIER
4,1_47,:,:,CASHIER
4,1_47,2,CD,CASHIER
4,1_47,Invoice,NN,INVOICE_NUMBER
4,1_47,:,:,INVOICE_NUMBER
4,1_47,150,CD,INVOICE_NUMBER
4,1_47,(,(,PRODUCT_NUMBER
4,1_47,1,CD,PRODUCT_NUMBER
4,1_47,),),PRODUCT_NUMBER
4,1_47,Flower,NNP,PRODUCT_NAME
4,1_47,Handkerchiefs,NNP,PRODUCT_NAME
4,1_47,900545,CD,BATCH_CODE
4,1_47,(,(,EXTRA
4,1_47,20,CD,UNIT_PRICE
4,1_47,*,RB,EXTRA
4,1_47,1,CD,QTY
4,1_47,),),EXTRA
4,1_47,20,CD,AMOUNT
4,1_47,Sub,NNP,TOTAL
4,1_47,Total,NNP,TOTAL
4,1_47,20,CD,TOTAL
4,1_47,Cash,NNP,CASH
4,1_47,20,CD,CASH
4,1_47,Balance,NNP,BALANCE
4,1_47,0,CD,BALANCE
4,1_47,No,NNP,TOTAL_ITEM
4,1_47,of,IN,TOTAL_ITEM
4,1_47,items,NNS,TOTAL_ITEM
4,1_47,:,:,TOTAL_ITEM
4,1_47,1,CD,TOTAL_ITEM
4,1_47,No,DT,TOTAL_COUNT
4,1_47,of,IN,TOTAL_COUNT
4,1_47,Pcs,$,TOTAL_COUNT
4,1_47,1,CD,TOTAL_COUNT
4,1_47,Date,NNP,DATE
4,1_47,:,:,DATE
4,1_47,6/4/2019,CD,DATE
4,1_47,Time,NN,TIME
4,1_47,:,:,TIME
4,1_47,12:58:38,CD,TIME
4,1_47,Thank,NNP,EXTRA
4,1_47,You,PRP,EXTRA
4,1_47,Come,NNP,EXTRA
4,1_47,Again,NNP,EXTRA
4,1_47,No,NNP,EXTRA
4,1_47,cash,NN,EXTRA
4,1_47,refund,NN,EXTRA
4,1_47,for,IN,EXTRA
4,1_47,software,NN,EXTRA
4,1_47,info,NN,EXTRA
4,1_47,759667588,CD,EXTRA
4,1_47,System,NN,EXTRA
4,1_47,by,IN,EXTRA
4,1_47,Sarasa,NNP,EXTRA
4,1_47,tel,NN,EXTRA
4,1_47,:,:,EXTRA
4,1_47,117,CD,EXTRA
4,1_47,455,CD,EXTRA
4,1_47,400,CD,EXTRA
5,1_43,﻿Family,RB,SHOP_NAME
5,1_43,Mart,NNP,SHOP_NAME
5,1_43,Northway,NNP,SHOP_NAME
5,1_43,#,#,SHOP_ADDRESS
5,1_43,184,CD,SHOP_ADDRESS
5,1_43,",",",",SHOP_ADDRESS
5,1_43,Palaly,NNP,SHOP_ADDRESS
5,1_43,Road,NNP,SHOP_ADDRESS
5,1_43,Thirunelveli,NNP,SHOP_ADDRESS
5,1_43,Tp,NNP,TELEPHONE_NUMBER
5,1_43,CASHIER,NN,CASHIER
5,1_43,:,:,CASHIER
5,1_43,SINTHUJA,NNP,CASHIER
5,1_43,SALESMAN,NNP,CASHIER
5,1_43,:,:,CASHIER
5,1_43,0,CD,CASHIER
5,1_43,UNIT,NN,CASHIER
5,1_43,:,:,CASHIER
5,1_43,1,CD,CASHIER
5,1_43,INVOICE,NN,INVOICE_NUMBER
5,1_43,:,:,INVOICE_NUMBER
5,1_43,52,CD,INVOICE_NUMBER
5,1_43,(,(,PRODUCT_NUMBER
5,1_43,1,CD,PRODUCT_NUMBER
5,1_43,),),PRODUCT_NUMBER
5,1_43,Aquafina,NNP,PRODUCT_NAME
5,1_43,1.5,CD,PRODUCT_NAME
5,1_43,L,NNP,PRODUCT_NAME
5,1_43,[,VBD,PRODUCT_NAME
5,1_43,4.79E+12,CD,PRODUCT_NAME
5,1_43,],JJ,PRODUCT_NAME
5,1_43,20300016,CD,BATCH_CODE
5,1_43,(,(,EXTRA
5,1_43,70,CD,UNIT_PRICE
5,1_43,*,RB,EXTRA
5,1_43,1,CD,QTY
5,1_43,),),EXTRA
5,1_43,70,CD,AMOUNT
5,1_43,DISCOUNT,NNP,DISCOUNT
5,1_43,-20,NNP,DISCOUNT
5,1_43,(,(,PRODUCT_NUMBER
5,1_43,2,CD,PRODUCT_NUMBER
5,1_43,),),PRODUCT_NUMBER
5,1_43,Kiri,NNP,PRODUCT_NAME
5,1_43,Aluwa,NNP,PRODUCT_NAME
5,1_43,10800024,CD,BATCH_CODE
5,1_43,(,(,EXTRA
5,1_43,20,CD,UNIT_PRICE
5,1_43,*,RB,EXTRA
5,1_43,1,CD,QTY
5,1_43,),),EXTRA
5,1_43,20,CD,AMOUNT
5,1_43,Sub,NNP,TOTAL
5,1_43,Total,NNP,TOTAL
5,1_43,70,CD,TOTAL
5,1_43,Cash,NNP,CASH
5,1_43,100,CD,CASH
5,1_43,Balance,NNP,BALANCE
5,1_43,30,CD,BALANCE
5,1_43,No,NNP,TOTAL_ITEM
5,1_43,of,IN,TOTAL_ITEM
5,1_43,items,NNS,TOTAL_ITEM
5,1_43,:,:,TOTAL_ITEM
5,1_43,2,CD,TOTAL_ITEM
5,1_43,No,DT,TOTAL_COUNT
5,1_43,of,IN,TOTAL_COUNT
5,1_43,Pcs,$,TOTAL_COUNT
5,1_43,2,CD,TOTAL_COUNT
5,1_43,Date,NNP,DATE
5,1_43,:,:,DATE
5,1_43,6/4/2019,CD,DATE
5,1_43,Time,NN,TIME
5,1_43,:,:,TIME
5,1_43,9:45:45,CD,TIME
5,1_43,YOUR,NNP,DISCOUNT
5,1_43,DISCOUNT,NNP,DISCOUNT
5,1_43,20,CD,DISCOUNT
5,1_43,Thank,NNP,EXTRA
5,1_43,You,PRP,EXTRA
5,1_43,Come,NNP,EXTRA
5,1_43,Again,NNP,EXTRA
5,1_43,No,NNP,EXTRA
5,1_43,cash,NN,EXTRA
5,1_43,refund,NN,EXTRA
5,1_43,for,IN,EXTRA
5,1_43,software,NN,EXTRA
5,1_43,info,NN,EXTRA
5,1_43,759667588,CD,EXTRA
5,1_43,System,NN,EXTRA
5,1_43,by,IN,EXTRA
5,1_43,Sarasa,NNP,EXTRA
5,1_43,tel,NN,EXTRA
5,1_43,:,:,EXTRA
5,1_43,117,CD,EXTRA
5,1_43,455,CD,EXTRA
5,1_43,400,CD,EXTRA
6,1_55,﻿Family,RB,SHOP_NAME
6,1_55,Mart,NNP,SHOP_NAME
6,1_55,Northway,NNP,SHOP_NAME
6,1_55,#,#,SHOP_ADDRESS
6,1_55,184,CD,SHOP_ADDRESS
6,1_55,",",",",SHOP_ADDRESS
6,1_55,Palaly,NNP,SHOP_ADDRESS
6,1_55,Road,NNP,SHOP_ADDRESS
6,1_55,Thirunelveli,NNP,SHOP_ADDRESS
6,1_55,Tp,NNP,TELEPHONE_NUMBER
6,1_55,CASHIER,NN,CASHIER
6,1_55,:,:,CASHIER
6,1_55,A,DT,CASHIER
6,1_55,SALESMAN,NNP,CASHIER
6,1_55,:0,NNP,CASHIER
6,1_55,UNIT,NNP,CASHIER
6,1_55,:,:,CASHIER
6,1_55,2,CD,CASHIER
6,1_55,Invoice,NN,INVOICE_NUMBER
6,1_55,:,:,INVOICE_NUMBER
6,1_55,339,CD,INVOICE_NUMBER
6,1_55,(,(,PRODUCT_NUMBER
6,1_55,1,CD,PRODUCT_NUMBER
6,1_55,),),PRODUCT_NUMBER
6,1_55,Mentors,NNPS,PRODUCT_NAME
6,1_55,air,NN,PRODUCT_NAME
6,1_55,action,NN,PRODUCT_NAME
6,1_55,eucamint,NN,PRODUCT_NAME
6,1_55,flavor,NN,PRODUCT_NAME
6,1_55,[,VBD,PRODUCT_NAME
6,1_55,4.80E+12,CD,PRODUCT_NAME
6,1_55,],JJ,PRODUCT_NAME
6,1_55,10500267,CD,BATCH_CODE
6,1_55,(,(,EXTRA
6,1_55,5,CD,UNIT_PRICE
6,1_55,*,RB,EXTRA
6,1_55,4,CD,QTY
6,1_55,),),EXTRA
6,1_55,20,CD,AMOUNT
6,1_55,Sub,NNP,TOTAL
6,1_55,Total,NNP,TOTAL
6,1_55,20,CD,TOTAL
6,1_55,Cash,NNP,CASH
6,1_55,20,CD,CASH
6,1_55,Balance,NNP,BALANCE
6,1_55,0,CD,BALANCE
6,1_55,No,NNP,TOTAL_ITEM
6,1_55,of,IN,TOTAL_ITEM
6,1_55,items,NNS,TOTAL_ITEM
6,1_55,:,:,TOTAL_ITEM
6,1_55,1,CD,TOTAL_ITEM
6,1_55,No,DT,TOTAL_COUNT
6,1_55,of,IN,TOTAL_COUNT
6,1_55,Pcs,$,TOTAL_COUNT
6,1_55,4,CD,TOTAL_COUNT
6,1_55,Date,NNP,DATE
6,1_55,:,:,DATE
6,1_55,25/03/2019,CD,DATE
6,1_55,Time,NN,TIME
6,1_55,:,:,TIME
6,1_55,9:35:35,CD,TIME
6,1_55,Thank,NNP,EXTRA
6,1_55,You,PRP,EXTRA
6,1_55,Come,NNP,EXTRA
6,1_55,Again,NNP,EXTRA
6,1_55,No,NNP,EXTRA
6,1_55,cash,NN,EXTRA
6,1_55,refund,NN,EXTRA
6,1_55,for,IN,EXTRA
6,1_55,software,NN,EXTRA
6,1_55,info,NN,EXTRA
6,1_55,759667588,CD,EXTRA
6,1_55,System,NN,EXTRA
6,1_55,by,IN,EXTRA
6,1_55,Sarasa,NNP,EXTRA
6,1_55,tel,NN,EXTRA
6,1_55,:,:,EXTRA
6,1_55,117,CD,EXTRA
6,1_55,455,CD,EXTRA
6,1_55,400,CD,EXTRA
7,1_48,﻿Family,RB,SHOP_NAME
7,1_48,Mart,NNP,SHOP_NAME
7,1_48,Northway,NNP,SHOP_NAME
7,1_48,#,#,SHOP_ADDRESS
7,1_48,184,CD,SHOP_ADDRESS
7,1_48,",",",",SHOP_ADDRESS
7,1_48,Palaly,NNP,SHOP_ADDRESS
7,1_48,Road,NNP,SHOP_ADDRESS
7,1_48,Thirunelveli,NNP,SHOP_ADDRESS
7,1_48,Tp,NNP,TELEPHONE_NUMBER
7,1_48,CASHIER,NN,CASHIER
7,1_48,:,:,CASHIER
7,1_48,MATHURIKA,NNP,CASHIER
7,1_48,SALESMAN,NNP,CASHIER
7,1_48,:,:,CASHIER
7,1_48,0,CD,CASHIER
7,1_48,UNIT,NN,CASHIER
7,1_48,:,:,CASHIER
7,1_48,2,CD,CASHIER
7,1_48,INVOICE,NN,INVOICE_NUMBER
7,1_48,:,:,INVOICE_NUMBER
7,1_48,31,CD,INVOICE_NUMBER
7,1_48,(,(,PRODUCT_NUMBER
7,1_48,1,CD,PRODUCT_NUMBER
7,1_48,),),PRODUCT_NUMBER
7,1_48,Kist,NNP,PRODUCT_NAME
7,1_48,Aloe,NNP,PRODUCT_NAME
7,1_48,Vera,NNP,PRODUCT_NAME
7,1_48,Drink-200ml,NNP,PRODUCT_NAME
7,1_48,[,NNP,PRODUCT_NAME
7,1_48,4.79E+12,CD,PRODUCT_NAME
7,1_48,],NN,PRODUCT_NAME
7,1_48,20600326,CD,BATCH_CODE
7,1_48,(,(,EXTRA
7,1_48,70,CD,UNIT_PRICE
7,1_48,*,RB,EXTRA
7,1_48,1,CD,QTY
7,1_48,),),EXTRA
7,1_48,70,CD,AMOUNT
7,1_48,Sub,NNP,TOTAL
7,1_48,Total,NNP,TOTAL
7,1_48,70,CD,TOTAL
7,1_48,VISA,NNP,CARD
7,1_48,CARD,NNP,CARD
7,1_48,XXXX,NNP,CARD
7,1_48,70,CD,CARD
7,1_48,Balance,NNP,BALANCE
7,1_48,0,CD,BALANCE
7,1_48,No,NNP,TOTAL_ITEM
7,1_48,of,IN,TOTAL_ITEM
7,1_48,items,NNS,TOTAL_ITEM
7,1_48,:,:,TOTAL_ITEM
7,1_48,1,CD,TOTAL_ITEM
7,1_48,No,DT,TOTAL_COUNT
7,1_48,of,IN,TOTAL_COUNT
7,1_48,Pcs,$,TOTAL_COUNT
7,1_48,1,CD,TOTAL_COUNT
7,1_48,Date,NNP,DATE
7,1_48,:,:,DATE
7,1_48,6/4/2019,CD,DATE
7,1_48,Time,NN,TIME
7,1_48,:,:,TIME
7,1_48,8:28:49,CD,TIME
7,1_48,LOYALTY,NNP,LOYALTY
7,1_48,DETAILS,NNP,LOYALTY
7,1_48,REF,NNP,LOYALTY
7,1_48,NO,NNP,LOYALTY
7,1_48,:,:,LOYALTY
7,1_48,1002221,CD,LOYALTY
7,1_48,NAME,NN,EXTRA
7,1_48,ON,NNP,EXTRA
7,1_48,CARD,NNP,EXTRA
7,1_48,:,:,EXTRA
7,1_48,Y.MATHURIKA,JJ,EXTRA
7,1_48,BALANCE,NNP,EXTRA
7,1_48,:,:,EXTRA
7,1_48,82.92,CD,EXTRA
7,1_48,EARNS,NN,EXTRA
7,1_48,:,:,EXTRA
7,1_48,0.35,CD,EXTRA
7,1_48,ACC,NNP,EXTRA
7,1_48,BALANCE,NNP,EXTRA
7,1_48,:,:,EXTRA
7,1_48,83.27,CD,EXTRA
7,1_48,Thank,NNP,EXTRA
7,1_48,You,PRP,EXTRA
7,1_48,Come,NNP,EXTRA
7,1_48,Again,NNP,EXTRA
7,1_48,No,NNP,EXTRA
7,1_48,cash,NN,EXTRA
7,1_48,refund,NN,EXTRA
7,1_48,for,IN,EXTRA
7,1_48,software,NN,EXTRA
7,1_48,info,NN,EXTRA
7,1_48,759667588,CD,EXTRA
7,1_48,System,NN,EXTRA
7,1_48,by,IN,EXTRA
7,1_48,Sarasa,NNP,EXTRA
7,1_48,tel,NN,EXTRA
7,1_48,:,:,EXTRA
7,1_48,117,CD,EXTRA
7,1_48,455,CD,EXTRA
7,1_48,400,CD,EXTRA
8,1_44,﻿Family,RB,SHOP_NAME
8,1_44,Mart,NNP,SHOP_NAME
8,1_44,Northway,NNP,SHOP_NAME
8,1_44,#,#,SHOP_ADDRESS
8,1_44,184,CD,SHOP_ADDRESS
8,1_44,",",",",SHOP_ADDRESS
8,1_44,Palaly,NNP,SHOP_ADDRESS
8,1_44,Road,NNP,SHOP_ADDRESS
8,1_44,Thirunelveli,NNP,SHOP_ADDRESS
8,1_44,Tp,NNP,TELEPHONE_NUMBER
8,1_44,CASHIER,NN,CASHIER
8,1_44,:,:,CASHIER
8,1_44,SINTHUJA,NNP,CASHIER
8,1_44,SALESMAN,NNP,CASHIER
8,1_44,:0,NNP,CASHIER
8,1_44,UNIT,NNP,CASHIER
8,1_44,:,:,CASHIER
8,1_44,1,CD,CASHIER
8,1_44,Invoice,NN,CASHIER
8,1_44,:,:,INVOICE_NUMBER
8,1_44,212,CD,INVOICE_NUMBER
8,1_44,(,(,INVOICE_NUMBER
8,1_44,1,CD,PRODUCT_NUMBER
8,1_44,),),PRODUCT_NUMBER
8,1_44,Center,NNP,PRODUCT_NAME
8,1_44,Fruit,NNP,PRODUCT_NAME
8,1_44,Strawberry,NNP,PRODUCT_NAME
8,1_44,Stick,NNP,PRODUCT_NAME
8,1_44,[,NNP,PRODUCT_NAME
8,1_44,4.80E+12,CD,PRODUCT_NAME
8,1_44,],NN,PRODUCT_NAME
8,1_44,10200261,CD,BATCH_CODE
8,1_44,(,(,EXTRA
8,1_44,30,CD,UNIT_PRICE
8,1_44,*,RB,EXTRA
8,1_44,1,CD,QTY
8,1_44,),),EXTRA
8,1_44,30,CD,AMOUNT
8,1_44,(,(,PRODUCT_NUMBER
8,1_44,2,CD,PRODUCT_NUMBER
8,1_44,),),PRODUCT_NUMBER
